geohash,major_category_weekday,major_category_holiday,major_category_morning,major_category_afternoon,major_category_evening,major_category_night
xn7717,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7719,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn771b,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn771c,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn771d,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn771e,Culture & Leisure,Culture & Leisure,Commercial/Services,Transportation,Culture & Leisure,Culture & Leisure
xn771f,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn771g,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn771h,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn771k,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn771n,Residential,Residential,Residential,Residential,Transportation,Residential
xn771p,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn771r,0,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,0
xn771s,Residential,Culture & Leisure,Residential,Commercial/Services,Healthcare & Welfare,Commercial/Services
xn771t,Commercial/Services,0,Commercial/Services,0,0,0
xn771u,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
xn771v,Culture & Leisure,Culture & Leisure,0,0,Culture & Leisure,Culture & Leisure
xn771x,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn771y,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn771z,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation,Commercial/Services
xn7720,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7722,Commercial/Services,0,0,0,0,Commercial/Services
xn7725,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services,0
xn7727,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure
xn7729,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services
xn772f,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn772k,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn772m,Transportation,0,Transportation,0,0,0
xn772s,Commercial/Services,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services,Culture & Leisure
xn772t,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn772u,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7730,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn7733,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7734,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7735,0,Culture & Leisure,Culture & Leisure,Commercial/Services,Culture & Leisure,0
xn7739,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn773c,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn773e,0,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,0
xn773f,Transportation,Transportation,Transportation,Culture & Leisure,Transportation,Transportation
xn773j,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn773m,Transportation,Transportation,Transportation,Commercial/Services,Commercial/Services,Transportation
xn773r,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn773v,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn773x,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7740,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential,Commercial/Services
xn7741,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7742,Educational,Commercial/Services,Commercial/Services,Educational,Commercial/Services,Commercial/Services
xn7743,Educational,Educational,Educational,Educational,Commercial/Services,Educational
xn7744,Transportation,Commercial/Services,0,Transportation,Commercial/Services,Commercial/Services
xn7745,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7746,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn7747,Transportation,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn7748,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential
xn7749,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn774b,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation
xn774c,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn774d,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn774e,Transportation,Transportation,Transportation,0,Transportation,Transportation
xn774f,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn774g,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn774h,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn774j,Commercial/Services,Commercial/Services,0,0,Commercial/Services,0
xn774k,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn774m,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn774n,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn774p,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn774q,Healthcare & Welfare,Healthcare & Welfare,0,Healthcare & Welfare,Healthcare & Welfare,0
xn774r,Transportation,Transportation,0,0,Transportation,0
xn774s,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn774t,Commercial/Services,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn774u,Educational,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
xn774v,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn774w,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn774x,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Commercial/Services
xn774y,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation,Culture & Leisure
xn774z,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn7750,Transportation,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
xn7751,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7752,Transportation,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation
xn7753,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7754,Transportation,Transportation,Transportation,Transportation,Culture & Leisure,Transportation
xn7755,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7756,Educational,Educational,Educational,Educational,Healthcare & Welfare,0
xn7757,Educational,Educational,Commercial/Services,Educational,Educational,Commercial/Services
xn7758,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7759,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn775b,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775c,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775d,Transportation,Transportation,0,Transportation,Transportation,0
xn775e,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775f,Educational,Commercial/Services,Educational,Educational,Educational,Commercial/Services
xn775g,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775h,Educational,Educational,Educational,Educational,Commercial/Services,Transportation
xn775j,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775k,Educational,Educational,Educational,Educational,Educational,Transportation
xn775m,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn775n,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775p,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn775q,Transportation,Transportation,Transportation,Transportation,Educational,Transportation
xn775r,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn775s,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn775t,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn775u,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn775v,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn775w,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn775x,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Transportation,Transportation
xn775y,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7762,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7763,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7764,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7766,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7768,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7769,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn776c,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn776g,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn776n,Commercial/Services,Culture & Leisure,Commercial/Services,Culture & Leisure,Commercial/Services,Culture & Leisure
xn776p,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services,Transportation
xn776q,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn776r,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn776t,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn776u,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,0,0
xn776v,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn776z,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn7770,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7771,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7772,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7773,Residential,Residential,Residential,Residential,Residential,Residential
xn7774,Educational,Commercial/Services,Educational,Educational,Commercial/Services,Commercial/Services
xn7775,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7776,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7777,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn7778,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7779,Commercial/Services,0,0,0,0,Commercial/Services
xn777b,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn777c,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn777d,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn777e,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn777f,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn777h,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn777j,Transportation,Residential,Transportation,Residential,Transportation,Transportation
xn777k,Residential,Residential,0,Residential,Residential,0
xn777m,Transportation,Transportation,Educational,Transportation,Transportation,Transportation
xn777n,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn777p,Transportation,Transportation,Transportation,Culture & Leisure,Transportation,Transportation
xn777q,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Commercial/Services,Culture & Leisure
xn777s,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn777t,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn777u,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn777v,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn777w,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn777x,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn777y,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Commercial/Services
xn7782,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7785,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn7788,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn778c,Educational,Educational,Educational,Educational,Educational,Commercial/Services
xn778f,Commercial/Services,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services
xn778g,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn778j,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn778n,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn778p,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn778r,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn778s,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Transportation
xn7791,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn7792,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7793,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7796,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn7797,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn7798,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn7799,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,0,Culture & Leisure
xn779d,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services
xn779e,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn779f,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,0
xn779j,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn779r,Transportation,Transportation,0,Transportation,Transportation,0
xn779s,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77b0,Commercial/Services,Commercial/Services,0,Commercial/Services,0,Commercial/Services
xn77b1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77b2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77b4,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77bg,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn77by,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,0
xn77c3,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,0
xn77c5,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Transportation,0
xn77c9,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn77cf,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77ck,Commercial/Services,Commercial/Services,Residential,Residential,Commercial/Services,Residential
xn77cm,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn77ct,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77cv,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77cw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77cx,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77cz,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn77d2,Commercial/Services,Culture & Leisure,Transportation,Culture & Leisure,Commercial/Services,Commercial/Services
xn77d4,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn77d5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77d6,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77d7,Culture & Leisure,0,0,Culture & Leisure,Culture & Leisure,0
xn77d8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77d9,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77db,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77dc,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77dg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77dq,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services,Commercial/Services
xn77ds,Commercial/Services,0,0,Commercial/Services,Commercial/Services,0
xn77dt,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77dy,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77e0,0,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77e2,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77e3,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77e4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77e6,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77e7,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77e8,Residential,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Residential
xn77e9,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services,Transportation
xn77eb,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77ec,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77ed,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77em,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77ep,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77eq,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77er,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77es,Transportation,Transportation,Transportation,0,Transportation,Transportation
xn77et,Transportation,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Residential
xn77ex,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77f2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77f3,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77f4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77f6,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Transportation,Culture & Leisure
xn77f7,Transportation,Commercial/Services,Commercial/Services,Transportation,Transportation,Commercial/Services
xn77fb,Commercial/Services,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services
xn77fc,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77fd,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77fj,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77fm,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77fn,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services
xn77fp,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
xn77g0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77g4,Residential,Residential,Residential,Residential,Residential,Residential
xn77g5,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77g7,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77g8,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77gb,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77gc,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
xn77gd,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services
xn77ge,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77gf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77gg,Commercial/Services,0,Commercial/Services,Commercial/Services,0,Commercial/Services
xn77gp,0,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77gs,Commercial/Services,Commercial/Services,0,0,Commercial/Services,Commercial/Services
xn77gv,0,Transportation,0,Transportation,Transportation,Transportation
xn77gw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77h0,Transportation,Transportation,Transportation,0,Transportation,0
xn77h1,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77h2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77h3,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77h4,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Transportation
xn77h5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77h6,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77h7,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Commercial/Services
xn77h8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77h9,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hb,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hc,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hd,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77he,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77hf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hg,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77hh,Transportation,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation,Transportation
xn77hj,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Educational
xn77hk,Transportation,Educational,Commercial/Services,Transportation,Transportation,Transportation
xn77hm,Educational,Educational,Educational,Educational,Educational,Educational
xn77hn,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hp,Transportation,Educational,Transportation,Commercial/Services,Educational,Transportation
xn77hq,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hs,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation
xn77ht,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hv,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation
xn77hw,Transportation,Transportation,Transportation,Culture & Leisure,Transportation,Transportation
xn77hx,Transportation,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services
xn77hy,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77hz,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Transportation
xn77j0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77j1,Commercial/Services,Culture & Leisure,0,Commercial/Services,Commercial/Services,Healthcare & Welfare
xn77j2,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77j4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77j5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77j6,Commercial/Services,Commercial/Services,Transportation,Culture & Leisure,Commercial/Services,Commercial/Services
xn77j7,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77j8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77j9,Commercial/Services,Commercial/Services,Culture & Leisure,Transportation,Commercial/Services,Commercial/Services
xn77jb,Transportation,Transportation,Residential,Culture & Leisure,Transportation,Transportation
xn77jc,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77jd,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77je,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77jf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77jh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77jj,Transportation,Transportation,Culture & Leisure,Transportation,Transportation,Transportation
xn77jk,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn77jm,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services
xn77jn,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Residential
xn77jp,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77js,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77jt,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services,Commercial/Services
xn77ju,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77jv,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77jw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77jx,Transportation,Transportation,0,Transportation,Transportation,0
xn77jz,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77k0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77k1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77k2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77k3,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77k4,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77k5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77k6,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn77k7,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77k8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77k9,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77kb,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77kd,Transportation,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services
xn77ke,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77kf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77kg,Culture & Leisure,Culture & Leisure,0,0,Commercial/Services,Culture & Leisure
xn77kh,Transportation,Transportation,Transportation,Transportation,Commercial/Services,Transportation
xn77kk,Transportation,Residential,Transportation,Transportation,Transportation,Residential
xn77kp,0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77ks,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77kt,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77ku,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77kv,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77kw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77m0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77m1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77m3,Commercial/Services,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
