geohash,major_category_weekday,major_category_holiday,major_category_morning,major_category_afternoon,major_category_evening,major_category_night
dr5xbb,Residential,Culture & Leisure,Unknown,Culture & Leisure,Culture & Leisure,Residential
dr5xbg,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr5xbh,Commercial/Services,Commercial/Services,Unknown,Unknown,Unknown,Commercial/Services
dr5xbj,Residential,Residential,Residential,Residential,Residential,Residential
dr5xbk,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr5xbn,Culture & Leisure,Culture & Leisure,Unknown,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr5xbp,Residential,Unknown,Unknown,Unknown,Unknown,Residential
dr5xbq,Residential,Residential,Residential,Residential,Residential,Residential
dr5xbr,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Culture & Leisure
dr5xbu,Residential,Residential,Residential,Residential,Residential,Residential
dr5xbx,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Transportation
dr5xby,Transportation,Transportation,Unknown,Unknown,Transportation,Transportation
dr5xbz,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services
dr5xc5,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr5xce,Residential,Residential,Residential,Residential,Residential,Residential
dr5xck,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr5xcm,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Unknown
dr5xcp,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure
dr5xcu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr5xcv,Transportation,Residential,Transportation,Commercial/Services,Residential,Residential
dr5xd0,Residential,Residential,Residential,Residential,Residential,Residential
dr5xd1,Residential,Residential,Residential,Residential,Unknown,Residential
dr5xd6,Transportation,Transportation,Unknown,Unknown,Transportation,Transportation
dr5xd8,Educational,Unknown,Educational,Educational,Educational,Unknown
dr5xd9,Residential,Residential,Residential,Residential,Residential,Residential
dr5xdd,Residential,Residential,Residential,Unknown,Unknown,Unknown
dr5xdj,Residential,Culture & Leisure,Residential,Culture & Leisure,Culture & Leisure,Residential
dr5xdm,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr5xdn,Commercial/Services,Unknown,Unknown,Unknown,Commercial/Services,Unknown
dr5xdq,Culture & Leisure,Unknown,Culture & Leisure,Culture & Leisure,Unknown,Culture & Leisure
dr5xdr,Residential,Residential,Unknown,Residential,Residential,Residential
dr5xdv,Transportation,Transportation,Transportation,Unknown,Transportation,Transportation
dr5xdx,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr5xen,Healthcare & Welfare,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr5xf1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr5xfg,Healthcare & Welfare,Commercial/Services,Commercial/Services,Commercial/Services,Healthcare & Welfare,Unknown
dr5xfh,Residential,Residential,Unknown,Residential,Residential,Residential
dr5xfk,Residential,Residential,Unknown,Unknown,Residential,Residential
dr5xfn,Commercial/Services,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
dr5xft,Transportation,Transportation,Transportation,Transportation,Transportation,Culture & Leisure
dr5xfz,Healthcare & Welfare,Healthcare & Welfare,Transportation,Healthcare & Welfare,Unknown,Healthcare & Welfare
dr70n6,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure
dr70nb,Residential,Residential,Unknown,Unknown,Residential,Residential
dr70nc,Residential,Residential,Residential,Residential,Residential,Residential
dr70nk,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr70nz,Residential,Residential,Unknown,Residential,Residential,Residential
dr70p7,Transportation,Commercial/Services,Unknown,Transportation,Commercial/Services,Commercial/Services
dr70p8,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr70p9,Residential,Healthcare & Welfare,Residential,Residential,Residential,Residential
dr70pd,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Unknown
dr70pe,Residential,Residential,Unknown,Residential,Residential,Residential
dr70pf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr70pj,Educational,Educational,Educational,Unknown,Unknown,Unknown
dr70pk,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Transportation,Unknown
dr70pn,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr70pp,Educational,Unknown,Educational,Educational,Unknown,Unknown
dr70pq,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr70ps,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr70pt,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential,Residential
dr70py,Residential,Residential,Residential,Residential,Residential,Residential
dr70pz,Educational,Educational,Unknown,Educational,Educational,Unknown
dr70qc,Healthcare & Welfare,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services
dr70qv,Residential,Residential,Residential,Residential,Residential,Unknown
dr70qy,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr70r0,Educational,Unknown,Educational,Educational,Unknown,Unknown
dr70r2,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr70r8,Residential,Residential,Residential,Unknown,Unknown,Residential
dr70r9,Unknown,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Unknown
dr70rf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr70rv,Commercial/Services,Unknown,Unknown,Commercial/Services,Unknown,Unknown
dr70rw,Educational,Educational,Educational,Educational,Educational,Educational
dr70rx,Educational,Educational,Educational,Educational,Educational,Educational
dr70rz,Residential,Residential,Unknown,Residential,Residential,Residential
dr70x5,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr70x6,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
dr70x7,Residential,Residential,Unknown,Residential,Residential,Residential
dr70x8,Educational,Educational,Educational,Educational,Educational,Educational
dr70xb,Commercial/Services,Commercial/Services,Unknown,Unknown,Commercial/Services,Commercial/Services
dr70xe,Residential,Residential,Residential,Unknown,Residential,Residential
dr70xx,Residential,Residential,Residential,Residential,Residential,Residential
dr70z8,Transportation,Unknown,Transportation,Unknown,Unknown,Unknown
dr70zb,Residential,Residential,Transportation,Residential,Residential,Residential
dr7200,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr7202,Residential,Residential,Residential,Residential,Residential,Residential
dr7204,Residential,Residential,Residential,Residential,Residential,Unknown
dr7205,Healthcare & Welfare,Commercial/Services,Commercial/Services,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr7207,Educational,Educational,Educational,Educational,Educational,Educational
dr720b,Residential,Residential,Unknown,Residential,Residential,Residential
dr720d,Residential,Residential,Residential,Residential,Commercial/Services,Residential
dr720e,Educational,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
dr720f,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr720h,Residential,Residential,Residential,Residential,Residential,Residential
dr720p,Educational,Unknown,Educational,Educational,Educational,Unknown
dr720q,Culture & Leisure,Culture & Leisure,Unknown,Culture & Leisure,Culture & Leisure,Unknown
dr720s,Residential,Residential,Residential,Residential,Residential,Residential
dr720u,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr720v,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr7211,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr7216,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr7217,Residential,Residential,Residential,Residential,Residential,Residential
dr721g,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr721k,Commercial/Services,Culture & Leisure,Unknown,Commercial/Services,Commercial/Services,Unknown
dr721p,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr721s,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr721t,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr7224,Residential,Residential,Unknown,Residential,Residential,Residential
dr7226,Transportation,Transportation,Commercial/Services,Commercial/Services,Transportation,Transportation
dr7227,Residential,Residential,Residential,Residential,Residential,Residential
dr722b,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services
dr722c,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure
dr722d,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services,Commercial/Services
dr722t,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr722u,Residential,Residential,Residential,Residential,Residential,Residential
dr722v,Commercial/Services,Commercial/Services,Unknown,Unknown,Unknown,Commercial/Services
dr7230,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr7231,Transportation,Unknown,Transportation,Transportation,Transportation,Unknown
dr7236,Residential,Transportation,Commercial/Services,Residential,Transportation,Residential
dr7238,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare
dr723b,Commercial/Services,Transportation,Transportation,Commercial/Services,Transportation,Commercial/Services
dr723e,Culture & Leisure,Culture & Leisure,Unknown,Unknown,Culture & Leisure,Culture & Leisure
dr723g,Residential,Residential,Residential,Residential,Residential,Residential
dr723n,Residential,Residential,Transportation,Transportation,Residential,Residential
dr723u,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr723x,Residential,Residential,Residential,Residential,Residential,Residential
dr723y,Culture & Leisure,Culture & Leisure,Unknown,Unknown,Culture & Leisure,Culture & Leisure
dr723z,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr7246,Residential,Residential,Residential,Unknown,Residential,Residential
dr724b,Commercial/Services,Unknown,Commercial/Services,Unknown,Transportation,Commercial/Services
dr724c,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr724j,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr724k,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr724m,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr724q,Commercial/Services,Culture & Leisure,Unknown,Commercial/Services,Commercial/Services,Culture & Leisure
dr724t,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr7250,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr7251,Healthcare & Welfare,Commercial/Services,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services
dr7252,Residential,Residential,Unknown,Residential,Residential,Residential
dr7254,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr7257,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr7258,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services
dr7259,Residential,Residential,Residential,Unknown,Residential,Residential
dr725b,Residential,Residential,Residential,Unknown,Residential,Residential
dr725d,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr725g,Educational,Commercial/Services,Educational,Transportation,Commercial/Services,Transportation
dr725s,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr725u,Transportation,Transportation,Transportation,Transportation,Transportation,Culture & Leisure
dr725v,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
dr725y,Culture & Leisure,Unknown,Unknown,Culture & Leisure,Unknown,Unknown
dr7260,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr726n,Residential,Residential,Residential,Residential,Residential,Residential
dr726r,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr726x,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr726y,Healthcare & Welfare,Residential,Residential,Commercial/Services,Healthcare & Welfare,Healthcare & Welfare
dr726z,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr727c,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr727h,Residential,Residential,Residential,Residential,Residential,Residential
dr727m,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr727n,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr727p,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr727t,Residential,Unknown,Residential,Residential,Residential,Residential
dr727u,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr7283,Culture & Leisure,Unknown,Unknown,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr728b,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Residential
dr728e,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr728q,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr728s,Residential,Unknown,Residential,Residential,Residential,Residential
dr728t,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr7291,Residential,Residential,Unknown,Residential,Residential,Residential
dr7293,Residential,Residential,Residential,Residential,Residential,Residential
dr7298,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr7299,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr729b,Residential,Residential,Residential,Residential,Residential,Residential
dr729e,Residential,Residential,Residential,Residential,Residential,Residential
dr729n,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr729s,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Transportation
dr729v,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Unknown,Commercial/Services
dr72b0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72b1,Transportation,Transportation,Unknown,Transportation,Transportation,Unknown
dr72bt,Transportation,Transportation,Transportation,Transportation,Unknown,Unknown
dr72c1,Educational,Residential,Unknown,Educational,Residential,Residential
dr72c4,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr72c5,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72c6,Residential,Residential,Unknown,Unknown,Residential,Residential
dr72c7,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Unknown
dr72cb,Residential,Residential,Unknown,Residential,Residential,Unknown
dr72cd,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Residential,Culture & Leisure
dr72cf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72ch,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72cj,Culture & Leisure,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Culture & Leisure
dr72ck,Commercial/Services,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare
dr72cn,Commercial/Services,Culture & Leisure,Unknown,Culture & Leisure,Culture & Leisure,Commercial/Services
dr72d1,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr72d6,Commercial/Services,Residential,Commercial/Services,Commercial/Services,Commercial/Services,Residential
dr72d7,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72d9,Residential,Residential,Residential,Residential,Residential,Residential
dr72df,Healthcare & Welfare,Healthcare & Welfare,Educational,Educational,Healthcare & Welfare,Healthcare & Welfare
dr72dg,Residential,Residential,Unknown,Residential,Residential,Residential
dr72dk,Transportation,Unknown,Transportation,Unknown,Unknown,Unknown
dr72dm,Residential,Residential,Residential,Residential,Residential,Residential
dr72dq,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72dr,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72dw,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72e1,Commercial/Services,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Commercial/Services,Unknown
dr72e5,Residential,Commercial/Services,Commercial/Services,Residential,Commercial/Services,Commercial/Services
dr72ee,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72eg,Commercial/Services,Unknown,Unknown,Unknown,Commercial/Services,Commercial/Services
dr72ej,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72em,Educational,Educational,Educational,Educational,Educational,Educational
dr72eq,Culture & Leisure,Commercial/Services,Unknown,Commercial/Services,Culture & Leisure,Commercial/Services
dr72er,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72eu,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72ev,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72ex,Commercial/Services,Unknown,Commercial/Services,Unknown,Unknown,Unknown
dr72ey,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72ez,Residential,Residential,Residential,Residential,Residential,Residential
dr72f0,Transportation,Transportation,Transportation,Culture & Leisure,Transportation,Transportation
dr72f1,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services,Commercial/Services
dr72f2,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72f3,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr72f6,Commercial/Services,Unknown,Commercial/Services,Unknown,Unknown,Unknown
dr72f7,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72f8,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr72f9,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr72fb,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72fd,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr72fm,Commercial/Services,Commercial/Services,Unknown,Unknown,Commercial/Services,Unknown
dr72fn,Educational,Educational,Educational,Educational,Educational,Educational
dr72fp,Educational,Educational,Educational,Educational,Educational,Educational
dr72fq,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services
dr72fw,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services,Transportation
dr72fx,Healthcare & Welfare,Culture & Leisure,Healthcare & Welfare,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72g8,Unknown,Residential,Unknown,Residential,Unknown,Unknown
dr72gg,Residential,Residential,Residential,Residential,Residential,Residential
dr72gh,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services,Commercial/Services,Culture & Leisure
dr72gs,Educational,Unknown,Unknown,Educational,Unknown,Unknown
dr72gt,Transportation,Transportation,Educational,Transportation,Transportation,Transportation
dr72gv,Residential,Residential,Residential,Residential,Residential,Residential
dr72h0,Residential,Residential,Residential,Residential,Residential,Residential
dr72h1,Residential,Residential,Residential,Residential,Residential,Residential
dr72h2,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Commercial/Services
dr72h5,Residential,Residential,Residential,Culture & Leisure,Culture & Leisure,Residential
dr72h8,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services,Commercial/Services
dr72h9,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72hb,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72hc,Residential,Unknown,Unknown,Residential,Unknown,Unknown
dr72hd,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Transportation
dr72he,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72hf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Residential
dr72hg,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72hh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72hj,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Healthcare & Welfare
dr72hk,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure
dr72hm,Commercial/Services,Commercial/Services,Unknown,Culture & Leisure,Residential,Commercial/Services
dr72hn,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services
dr72hr,Residential,Commercial/Services,Residential,Residential,Residential,Residential
dr72ht,Healthcare & Welfare,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr72hu,Commercial/Services,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
dr72hv,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Educational,Commercial/Services
dr72hw,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr72hx,Commercial/Services,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
dr72hy,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr72j0,Transportation,Transportation,Transportation,Commercial/Services,Residential,Transportation
dr72j1,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr72j2,Residential,Residential,Residential,Residential,Residential,Residential
dr72j3,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential
dr72j4,Residential,Residential,Residential,Residential,Residential,Residential
dr72j5,Culture & Leisure,Residential,Culture & Leisure,Residential,Culture & Leisure,Residential
dr72j6,Residential,Residential,Residential,Commercial/Services,Residential,Commercial/Services
dr72j7,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services,Commercial/Services
dr72jc,Transportation,Transportation,Transportation,Transportation,Transportation,Unknown
dr72jd,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr72je,Residential,Residential,Residential,Residential,Residential,Residential
dr72jf,Unknown,Culture & Leisure,Unknown,Culture & Leisure,Unknown,Unknown
dr72jg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72jh,Educational,Commercial/Services,Educational,Culture & Leisure,Commercial/Services,Commercial/Services
dr72jj,Commercial/Services,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Healthcare & Welfare
dr72jk,Commercial/Services,Residential,Commercial/Services,Culture & Leisure,Transportation,Residential
dr72jm,Residential,Residential,Commercial/Services,Residential,Residential,Residential
dr72jn,Educational,Commercial/Services,Educational,Educational,Transportation,Transportation
dr72jp,Residential,Residential,Residential,Healthcare & Welfare,Residential,Residential
dr72jq,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services,Culture & Leisure,Commercial/Services
dr72jr,Residential,Residential,Transportation,Culture & Leisure,Residential,Residential
dr72js,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
dr72ju,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72jw,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Culture & Leisure
dr72jy,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72jz,Residential,Residential,Residential,Residential,Residential,Residential
dr72k0,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown,Unknown,Unknown
dr72k2,Residential,Residential,Residential,Residential,Residential,Residential
dr72k8,Residential,Residential,Commercial/Services,Residential,Residential,Residential
dr72ke,Unknown,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72kg,Residential,Residential,Residential,Residential,Residential,Residential
dr72kh,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72kq,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Culture & Leisure,Unknown
dr72kt,Commercial/Services,Commercial/Services,Unknown,Unknown,Commercial/Services,Commercial/Services
dr72ku,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72kv,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72kx,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72kz,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72m0,Transportation,Transportation,Transportation,Culture & Leisure,Transportation,Transportation
dr72m2,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72m3,Residential,Residential,Residential,Residential,Residential,Residential
dr72m6,Commercial/Services,Commercial/Services,Educational,Healthcare & Welfare,Commercial/Services,Commercial/Services
dr72m7,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services,Culture & Leisure,Residential
dr72m8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72mb,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72me,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72mf,Residential,Residential,Residential,Residential,Residential,Residential
dr72mh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72mk,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services
dr72ms,Residential,Residential,Residential,Residential,Residential,Residential
dr72mt,Transportation,Transportation,Transportation,Unknown,Transportation,Transportation
dr72mu,Residential,Residential,Residential,Residential,Residential,Residential
